absolute_path,relative_path,file_type,size,modified_time,sha256,selected_as_reference,selection_reason
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_physx_joint_limit_units.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_physx_joint_limit_units.py,py,2012,2026-07-22T23:15:07.353997+00:00,39e816649feb81cfb641154bd61810cbf4bf36ea4ea8651a7d0491cbf4389a6a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_play_selected_playback.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_play_selected_playback.py,py,7020,2026-07-08T22:44:01.040432+00:00,207bb717c34bfa197e698308326a3b30d8aed570dcfd1101eb1e741fe6aad68d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_playback_speed_scale.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_playback_speed_scale.py,py,2324,2026-07-08T00:55:59.855057+00:00,c726adf0b3b77c3f4d27a956ba3871a8b7a0c23f6d73ef8fb6165f035f9540bc,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_respawn_quick_action.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_respawn_quick_action.py,py,2998,2026-07-14T05:38:36.876389+00:00,7eafdc48cc5f453c0fa6dd6b08a2f2d64c494a7fde1256784669f5494f595257,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_robot_ground_diagnostics.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_robot_ground_diagnostics.py,py,5398,2026-07-16T01:03:42.585180+00:00,a7a2c4583f58ecc9c14b7cc7e43e6d2182d18af6f5f59c1936c3383ed879d3aa,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_runtime_ready_motion_ready.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_runtime_ready_motion_ready.py,py,3238,2026-07-16T03:02:46.904566+00:00,7aa6f3d68f949639391412864abc918e72a27b42215e0685445fb2303e03d02c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_safe_joint_limit_math.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_safe_joint_limit_math.py,py,1542,2026-07-08T19:54:19.252825+00:00,830f7cf2326092410644cc9134e49db9c235db4c554e740d5599e7551b071ecb,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_servo_limits.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_servo_limits.py,py,1736,2026-07-08T00:54:22.697754+00:00,203d037dd2cae54255927ff363fa7a40ab2aeb769a6a2f2b96e7fd9368fd6946,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_servo_target_conversion.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_servo_target_conversion.py,py,1349,2026-07-08T19:53:56.784877+00:00,482cac1b22e8cf38032e63187b8a1ec9e719367cea4c3c23763862ab06c22df5,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_servo_wheel_staging.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_servo_wheel_staging.py,py,9199,2026-07-08T21:27:16.665176+00:00,806a8e7a05fa714856779c0e23ae7019da3f7a9ebcbe7e0d3119938e74e0235e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_sim_process_client.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_sim_process_client.py,py,3472,2026-07-14T02:47:15.536751+00:00,db18ffa7032ea31b909a19f0030af3d0dd405c8bebc281ee6116dda9e45ae029,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_sim_ui_controller.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_sim_ui_controller.py,py,3543,2026-07-08T00:54:07.583586+00:00,aaa48932c246552b055d4827336894dacba9c36e5e95cf42366b0a42381c81a2,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_speed_scale_negative_servo.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_speed_scale_negative_servo.py,py,1783,2026-07-08T19:54:08.505307+00:00,687ffdf6e6eb525e42e38bcfe5dba54aceea87bb59dde371dc83998790a70351,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_detection_workflow.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_detection_workflow.py,py,4857,2026-07-23T03:02:11.458733+00:00,ba0f64d7badfecd4826bb0b4d1916f1407aa0d9615f727f5ee7d1e10caf200a3,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_gui_e2e_state_machine.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_gui_e2e_state_machine.py,py,11466,2026-07-23T03:06:00.673907+00:00,89b9f74417c3700c3197c64bff07a5fb87837abcf329c0924446f8f936f7493f,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_margin.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_margin.py,py,1432,2026-07-22T22:16:41.443774+00:00,cffe7ca805796cbe4738ad0ec14f061660c587276a66acc4439e445f820ca242,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_task_finalization.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_task_finalization.py,py,1959,2026-07-22T23:30:58.868317+00:00,7b343634bd524183a23728ca777a1a1d8b8eeb51a93e5569dce860eca9de780a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_task_fresh_frame_gate.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_task_fresh_frame_gate.py,py,2206,2026-07-22T23:15:07.352013+00:00,877a349bad070c131302cdc49f03697f1a8573a88aea2f4a852eec1a9325863a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_task_isolation.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_task_isolation.py,py,2462,2026-07-22T23:18:50.770300+00:00,ffa2dd736f497dcbef7e0c23c6d45e96657eb0331286074b4a656c74af363f5b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_task_no_ground_truth_routing.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_task_no_ground_truth_routing.py,py,2461,2026-07-22T23:15:07.352013+00:00,6045ca743c69066b4f82ce339201f99c80d0cb2a834b5462511b2d4a49a73d4a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_task_playback_gate.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_task_playback_gate.py,py,3751,2026-07-23T00:29:01.021741+00:00,1538a8256b49efb6a011b6e1b382cf11016e19c17b691a88a9de42d4279ebddf,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_task_state.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_task_state.py,py,3345,2026-07-23T03:08:48.458137+00:00,3b102c0cc3237441f3ee69d09f39e3c23b9430fa3bd20bf00a7cacddeb1122e4,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_task_steps_loading.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_task_steps_loading.py,py,4307,2026-07-23T00:00:28.278801+00:00,005d65300cafeb92cf8032ce5599a3968e8d96b962f1ffa5b2bd461402aac84d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_stability_ui_panel.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_stability_ui_panel.py,py,1466,2026-07-22T23:32:21.122799+00:00,af68a9eb26dc0f31adbfad948300cc033ca8a86daab08307781fcb6651a998c4,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_subprocess_ground_reference.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_subprocess_ground_reference.py,py,2574,2026-07-16T02:00:26.464990+00:00,ecac8862ab44bd37e469ddc90fe22d7829de3cad0ccebb973ff2d38592e09fdb,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_subprocess_worker_runtime_parity.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_subprocess_worker_runtime_parity.py,py,1666,2026-07-16T02:00:26.463986+00:00,3073fa042599cfa774f2272fc472571e1367304d593a7e181ee0fcb85d3194a7,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_telemetry_live_quality.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_telemetry_live_quality.py,py,3913,2026-07-23T03:01:41.981209+00:00,6e35c352f0b21721e1e548bed4323055fa432e66234571ee0b6bd074e4af6ffe,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_ui_refresh_policy.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_ui_refresh_policy.py,py,1714,2026-07-08T20:25:20.336664+00:00,b16daab0548fc18b0b783313b93824905b0342c1fe2f350285544f31d9cef71a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_validation_readiness_reason.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_validation_readiness_reason.py,py,3262,2026-07-16T03:03:29.197931+00:00,345e1eb1dc2c9b5404d1d9b91cb5b629b3fd730c4bfc9e8bb79d6aa329add4ae,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_auto_replay.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_auto_replay.py,py,7329,2026-07-14T05:36:54.042058+00:00,4587c1535044302ae6348acd3c547a595f9ff5c6628ab90d38a8331ceba53ce5,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_gui_e2e_state_machine.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_gui_e2e_state_machine.py,py,8345,2026-07-23T03:08:54.935941+00:00,ec8d3c83bfe2d2a5ba59513825ba0bf0d686ee8388a6fd55316b96dc5614f9a7,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_ipc.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_ipc.py,py,2501,2026-07-14T01:42:10.161937+00:00,4dbc8accf7464cdbf3bb01e1951b755786244589991194359171692b949cd6e1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_obstacle_generation.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_obstacle_generation.py,py,3273,2026-07-14T05:40:05.025342+00:00,5fd7c4bc74f380bd9872023b83cfb03298e1e4c79553187bf8b0c95ee92fc705,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_obstacle_update_respawn_split.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_obstacle_update_respawn_split.py,py,2317,2026-07-16T03:03:44.555613+00:00,38b5eb4652915aecde0f47298a96d9fa28522358cdcc377519d437d10d61af2b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_roi_source.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_roi_source.py,py,2651,2026-07-14T06:53:33.264019+00:00,8a186f32707c4973c6d04aaca28d867b58cb382844ebe897e851a43a79106db8,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_status_scroll.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_status_scroll.py,py,4961,2026-07-16T03:05:16.182716+00:00,e878148f18ab662b79f6125169938a3ec61bcf2fc9807009d26fa203beda05a4,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_steps_source.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_steps_source.py,py,4381,2026-07-23T01:31:07.289978+00:00,51032da456f5f4b126ee7d79f925befc3931802363ac11ecf413d97cc95a5cf6,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_task_isolation.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_task_isolation.py,py,3076,2026-07-14T05:39:10.372132+00:00,db5c7b86e4b212986108528c92504fa0c85ba4965c64f79e9b941c6614e8cf3d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_task_state.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_task_state.py,py,1370,2026-07-14T05:38:48.170685+00:00,c6bae3a639d0e84ef3919e8f49c6e255c8ada03a2a4cbd5376b46fe0909625ca,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_vision_validation_gate.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_vision_validation_gate.py,py,5880,2026-07-23T01:30:45.956421+00:00,0d59d527303aa406af9e16b5b778ad44f0d6c9ad1b4395e379debbc32d66e26c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_wheel_body_resolution_scoring.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_wheel_body_resolution_scoring.py,py,2863,2026-07-16T05:06:02.098262+00:00,d71d54a5f6c427020ff98a3a216d6216e8e582fcf8c6350f6eb5c020d5da2465,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_wheel_collision_resolution.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_wheel_collision_resolution.py,py,6334,2026-07-16T04:05:25.779207+00:00,fd7bc292fd621f19fc9a6fca363aba4ac8f70abe480895e8b9b758c624bae018,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_wheel_speed_scale.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_wheel_speed_scale.py,py,2563,2026-07-08T00:55:47.339678+00:00,476e1079682fb56e917d1857b7dc3b77151ee2a957079293dedae1a30ef67e7d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_windows_batch_launcher.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_windows_batch_launcher.py,py,2087,2026-07-14T02:46:43.534592+00:00,337cbf83070014d7b72fba1e62c2757e9c038cf20e7e32e224957a3c2db3f9c1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_worker_launch_plan.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_worker_launch_plan.py,py,4126,2026-07-14T02:46:28.932233+00:00,aac802adf40177925ae70c480b262df6bd315df8377b56fe7b53a4d3fbd7d075,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_worker_smoke_execution_branches.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_worker_smoke_execution_branches.py,py,5486,2026-07-16T07:06:36.089231+00:00,a54f9064c53ef37cd427ef9d6eb4a65590712659099bc90883facf5af289570c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_worker_startup_diagnostics.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_worker_startup_diagnostics.py,py,2373,2026-07-14T02:46:58.378283+00:00,c496b7ebf98833d9bafd040a6e4058856993ba720f9433b91bc98480b979b4bb,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tests\test_workflow_regressions.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tests/test_workflow_regressions.py,py,11331,2026-07-08T20:58:54.041837+00:00,f8b9720ae8d0721edbe3f0be5290d2a2c68aa7c0fef1f3e4555a4cae6cb73841,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tools\compare_runs.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tools/compare_runs.py,py,4011,2026-07-22T22:08:55.279246+00:00,139172adb3ce58491d87805fc11cae048cf943b47ab0f244051d483ca4e9ab5b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tools\generate_report.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tools/generate_report.py,py,892,2026-07-22T22:08:55.278355+00:00,012d426acbaadc7a546cd57a16c891d31fb327a4bb2df11e13069e2e6a377461,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\tools\ui_performance_benchmark.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/tools/ui_performance_benchmark.py,py,3271,2026-07-23T01:44:46.468749+00:00,07db5d6edae6536c4cb58536f6f3eda7c76a0e0d131825079311a3bd599a34f7,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\vision_gui_e2e.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/vision_gui_e2e.py,py,21266,2026-07-23T01:51:25.884575+00:00,a1d115750836478da3bbfeb35b29f52f77a4bfad9715cd0e0ad774122da77c6a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\vision_task_state.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/vision_task_state.py,py,2292,2026-07-14T05:41:49.881879+00:00,be4fb297ce5773f558cc1541406639f15d7f3a901a1332f4d9a7d05cd6711c12,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\worker_startup_diagnostics.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/worker_startup_diagnostics.py,py,7369,2026-07-14T02:35:54.252665+00:00,56b9d6a006bc833ec76437817ff765411dd7da5905fe0e6daf8b8f0cc780fc0f,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_old_rl_files\play_wlr_obstacle_rl.py,backup_old_rl_files/play_wlr_obstacle_rl.py,py,30424,2026-05-19T17:03:05.363133+00:00,8c31efa1a4d8b8216f27e45fd2764850603c7dcb26fe2aee3cf056d643c5b31c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_old_rl_files\train_wlr_obstacle_rl.py,backup_old_rl_files/train_wlr_obstacle_rl.py,py,13653,2026-05-19T07:52:15.478748+00:00,a93c6a0ae2a5e18e278de57299df527d2d479be9e93cc1ebf9918636b7dcb9a1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_old_rl_files\wlr_obstacle_rl_env.py,backup_old_rl_files/wlr_obstacle_rl_env.py,py,164187,2026-05-19T17:01:55.724660+00:00,69839dfcba8e3f9342be3a356e1643e680cf6b0694e2f1d1e548d8f2d0212903,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\auto_obstacle_climb_manual_override.py,backup_rl_before_clean_rewrite_2026_05_21/auto_obstacle_climb_manual_override.py,py,81138,2026-05-26T20:50:35.047449+00:00,c7768f4429183bb8cd2105ce0005524805564c8e7d58636264f687ba9129cdba,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\auto_obstacle_climb_manual_override_before_knee_obstacle_fix.py,backup_rl_before_clean_rewrite_2026_05_21/auto_obstacle_climb_manual_override_before_knee_obstacle_fix.py,py,80470,2026-05-26T18:51:16.605373+00:00,dd42ab056234cc8dca1c7c2f7d561156d0430cba22b1e49b25932e8ce558b271,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\auto_obstacle_climb_manual_override_before_parser_fix.py,backup_rl_before_clean_rewrite_2026_05_21/auto_obstacle_climb_manual_override_before_parser_fix.py,py,72417,2026-05-26T16:40:43.957131+00:00,fdb9b104bf1195439266ca1911dfe6ef53d1a34faee5580f485b0935243e01f1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\auto_obstacle_climb_manual_override_before_spawn_obstacle_fix.py,backup_rl_before_clean_rewrite_2026_05_21/auto_obstacle_climb_manual_override_before_spawn_obstacle_fix.py,py,80775,2026-05-26T20:07:13.071366+00:00,f97b362873cfaaa967d77cb186a45291868b0f252a834894dcac26dce6e1fef5,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\isaac_obstacle_env.py,backup_rl_before_clean_rewrite_2026_05_21/isaac_obstacle_env.py,py,54101,2026-05-18T21:58:38.465259+00:00,b4ff9409d2125736691f0380c188458e8fff8ce1d17ef9530fc92ce32b66e452,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\manual_obstacle_control.py,backup_rl_before_clean_rewrite_2026_05_21/manual_obstacle_control.py,py,51230,2026-05-18T23:52:24.843822+00:00,b4f912059c166b026702727a0e37991a2a801e12c8f1684440bf83b16f526d6f,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\play_wlr_obstacle_rl.py,backup_rl_before_clean_rewrite_2026_05_21/play_wlr_obstacle_rl.py,py,47504,2026-05-21T04:37:50.699365+00:00,57f6daf9f5cd35ecfa6387d1d5c529cf365317e2b1eaac42c211b447fae2987a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\scan_checkpoint_finite.py,backup_rl_before_clean_rewrite_2026_05_21/scan_checkpoint_finite.py,py,1776,2026-05-21T04:38:37.817983+00:00,547eff5430b3813494659d011e68c3513b31552fd6f52f43b7148c08bae6ac97,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\train_wlr_obstacle_rl.py,backup_rl_before_clean_rewrite_2026_05_21/train_wlr_obstacle_rl.py,py,33180,2026-05-21T05:02:02.248663+00:00,66baf5cf5466fb35ae8a1ac993dba63c0eb94cd707c421e7227ff4cb8d2371f9,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\backup_rl_before_clean_rewrite_2026_05_21\wlr_obstacle_rl_env.py,backup_rl_before_clean_rewrite_2026_05_21/wlr_obstacle_rl_env.py,py,210332,2026-05-21T05:01:48.441046+00:00,e4375a13c41705228a1c8d64196e7aca78bd32b1c62fa94a3dfeffb7457cab7b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\__init__.py,height_based_obstacle_replay/__init__.py,py,59,2026-07-07T22:21:36.487759+00:00,4e19208805886e1e06365ea35adb56e4dadd9f5f3eb82cc90662ec6d879a7b79,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\analysis_task\__init__.py,height_based_obstacle_replay/analysis_task/__init__.py,py,624,2026-07-23T01:25:52.234234+00:00,b61646766f12fc41565070bad902ca946557d125ac01e6a9b4b256ca3ad819e3,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\analysis_task\coordinator.py,height_based_obstacle_replay/analysis_task/coordinator.py,py,3969,2026-07-22T23:00:16.311809+00:00,ee3bf5719131e4b6005d43f094685592700dbadda3d00d0ee1a79b06ab95de5d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\analysis_task\sequence_manager.py,height_based_obstacle_replay/analysis_task/sequence_manager.py,py,4078,2026-07-23T00:00:20.142107+00:00,d4508447a8e36e8f89f72af1d065dbee6f7b6ce89adbc4bba9d396a071a9912a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\analysis_task\state.py,height_based_obstacle_replay/analysis_task/state.py,py,24703,2026-07-23T07:12:27.965545+00:00,fd6815743c1478ee0898a67c9486fe96af83a483c80f7f8b93f526a1b0e77cb1,false,candidate or supporting source; not frozen as primary reference
