method,version,seed,height_mm,attempt,run_name,status,started_at,completed_at,iterations,num_envs,rollout,local_timesteps,simulated_transitions,randomization,resume_source,resume_source_sha256,optimizer_restored,scheduler_restored,observation_normalizer_restored,value_normalizer_restored,policy_restored,critic_restored,action_std_restored_with_policy,checkpoint_count,best_checkpoint,final_checkpoint,evaluation_checkpoint,development_episode_count,development_success_count,development_success_rate,gate_threshold,promote,failure reasons,margin,pitch-rate RMS,evidence
B,v34,47,75,002,method-B-v34_seed-47_stage-75mm_attempt002,COMPLETED,2026-07-31T13:40:23.265395+00:00,2026-07-31T16:21:51.041265+00:00,1200,64,64,76800,4915200,light,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-47_stage-50mm_attempt002\checkpoints\final_agent.pt,15f351b6f4cf560d8f214d51844fe999810de8704ac2ebbdbd299ca953414f81,true,false,true,true,true,true,true,50,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\checkpoints\best_agent.pt,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\checkpoints\final_agent.pt,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\checkpoints\final_agent.pt,20,7,0.3499999940395355,0.75,false,"{""TIMEOUT"": 13}",0.10234369188547135,0.057685560368345254,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\training_result.json
B,v3,11,50,001,method-B-v3_seed-11_stage-50mm_attempt001,COMPLETED,2026-07-28T10:27:10.295378+00:00,2026-07-28T11:08:28.583626+00:00,300,64,64,19200,1228800,nominal,,,false,N/A,false,false,false,false,false,14,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v3_seed-11_stage-50mm_attempt001\checkpoints\best_agent.pt,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v3_seed-11_stage-50mm_attempt001\checkpoints\final_agent.pt,,,,,,,{},,,runs\ppo_without_com\training\method-B-v3_seed-11_stage-50mm_attempt001\training_result.json
B,v3,11,50,001,method-B-v3_seed-11_stage-50mm_smoke_attempt001,SMOKE_PASS,2026-07-28T10:23:24.346631+00:00,2026-07-28T10:23:29.802075+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v3_seed-11_stage-50mm_smoke_attempt001\training_result.json
B,v3,11,50,002,method-B-v3_seed-11_stage-50mm_smoke_attempt002,SMOKE_PASS,2026-07-28T10:25:34.088014+00:00,2026-07-28T10:25:39.560836+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v3_seed-11_stage-50mm_smoke_attempt002\training_result.json
B,v4,11,50,001,method-B-v4_seed-11_stage-50mm_attempt001,COMPLETED,2026-07-28T11:56:27.100518+00:00,2026-07-28T12:36:50.550486+00:00,300,64,64,19200,1228800,nominal,,,false,N/A,false,false,false,false,false,13,,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v4_seed-11_stage-50mm_attempt001\checkpoints\final_agent.pt,,,,,,,{},,,runs\ppo_without_com\training\method-B-v4_seed-11_stage-50mm_attempt001\training_result.json
B,v4,11,50,001,method-B-v4_seed-11_stage-50mm_smoke_attempt001,SMOKE_PASS,2026-07-28T11:55:03.229824+00:00,2026-07-28T11:55:08.587750+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v4_seed-11_stage-50mm_smoke_attempt001\training_result.json
B,v5,11,50,001,method-B-v5_seed-11_stage-50mm_attempt001,RUNNING,2026-07-28T13:27:32.544756+00:00,,300,64,64,,,full,,,false,N/A,false,false,false,false,false,5,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v5_seed-11_stage-50mm_attempt001\training_result.json
B,v5,11,50,001,method-B-v5_seed-11_stage-50mm_smoke_attempt001,SMOKE_PASS,2026-07-28T13:26:06.631974+00:00,2026-07-28T13:26:11.950165+00:00,1,16,8,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v5_seed-11_stage-50mm_smoke_attempt001\training_result.json
B,v6,11,50,001,method-B-v6_seed-11_stage-50mm_attempt001,RUNNING,2026-07-28T14:11:26.426585+00:00,,300,64,64,,,full,,,false,N/A,false,false,false,false,false,6,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v6_seed-11_stage-50mm_attempt001\training_result.json
B,v6,11,50,001,method-B-v6_seed-11_stage-50mm_smoke_attempt001,SMOKE_PASS,2026-07-28T14:00:26.127185+00:00,2026-07-28T14:00:31.181901+00:00,1,16,8,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v6_seed-11_stage-50mm_smoke_attempt001\training_result.json
B,v6,11,50,002,method-B-v6_seed-11_stage-50mm_smoke_attempt002,SMOKE_PASS,2026-07-28T14:02:51.221510+00:00,2026-07-28T14:02:56.035225+00:00,1,16,8,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v6_seed-11_stage-50mm_smoke_attempt002\training_result.json
B,v6,11,50,003,method-B-v6_seed-11_stage-50mm_smoke_attempt003,FAILED,2026-07-28T14:05:39.460371+00:00,2026-07-28T14:05:45.451886+00:00,1,16,8,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v6_seed-11_stage-50mm_smoke_attempt003\training_result.json
B,v6,11,50,004,method-B-v6_seed-11_stage-50mm_smoke_attempt004,FAILED,2026-07-28T14:07:47.924569+00:00,2026-07-28T14:07:53.437794+00:00,1,16,8,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v6_seed-11_stage-50mm_smoke_attempt004\training_result.json
B,v6,11,50,005,method-B-v6_seed-11_stage-50mm_smoke_attempt005,SMOKE_PASS,2026-07-28T14:09:23.966059+00:00,2026-07-28T14:09:29.918040+00:00,1,16,8,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v6_seed-11_stage-50mm_smoke_attempt005\training_result.json
B,v7,11,50,001,method-B-v7_seed-11_stage-50mm_attempt001,COMPLETED,2026-07-28T14:40:15.978587+00:00,2026-07-28T15:21:16.470146+00:00,300,64,64,19200,1228800,full,,,false,N/A,false,false,false,false,false,14,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v7_seed-11_stage-50mm_attempt001\checkpoints\best_agent.pt,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v7_seed-11_stage-50mm_attempt001\checkpoints\final_agent.pt,,,,,,,{},,,runs\ppo_without_com\training\method-B-v7_seed-11_stage-50mm_attempt001\training_result.json
B,v7,11,50,001,method-B-v7_seed-11_stage-50mm_smoke_attempt001,SMOKE_PASS,2026-07-28T14:38:59.429488+00:00,2026-07-28T14:39:05.949235+00:00,1,16,8,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v7_seed-11_stage-50mm_smoke_attempt001\training_result.json
B,v8,11,50,001,method-B-v8_seed-11_stage-50mm_attempt001,COMPLETED,2026-07-28T16:16:29.715007+00:00,2026-07-28T17:09:30.948080+00:00,300,64,64,19200,1228800,full,,,false,N/A,false,false,false,false,false,14,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v8_seed-11_stage-50mm_attempt001\checkpoints\best_agent.pt,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v8_seed-11_stage-50mm_attempt001\checkpoints\final_agent.pt,,,,,,,{},,,runs\ppo_without_com\training\method-B-v8_seed-11_stage-50mm_attempt001\training_result.json
B,v8,11,50,001,method-B-v8_seed-11_stage-50mm_smoke_attempt001,SMOKE_PASS,2026-07-28T16:14:57.078141+00:00,2026-07-28T16:15:03.437132+00:00,1,16,8,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v8_seed-11_stage-50mm_smoke_attempt001\training_result.json
B,v9,11,50,001,method-B-v9_seed-11_stage-50mm_attempt001,COMPLETED,2026-07-28T17:57:11.567831+00:00,2026-07-28T18:39:39.272773+00:00,300,64,64,19200,1228800,full,,,false,N/A,false,false,false,false,false,13,,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v9_seed-11_stage-50mm_attempt001\checkpoints\final_agent.pt,,,,,,,{},,,runs\ppo_without_com\training\method-B-v9_seed-11_stage-50mm_attempt001\training_result.json
B,v9,11,50,001,method-B-v9_seed-11_stage-50mm_smoke_attempt001,SMOKE_PASS,2026-07-28T17:55:41.605811+00:00,2026-07-28T17:55:47.526979+00:00,1,16,64,,,full,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B-v9_seed-11_stage-50mm_smoke_attempt001\training_result.json
B,legacy/unversioned,11,50,001,method-B_seed-11_stage-50mm_attempt001,FAILED,2026-07-28T07:07:30.155133+00:00,2026-07-28T07:07:35.047471+00:00,300,64,64,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_attempt001\training_result.json
B,legacy/unversioned,11,50,002,method-B_seed-11_stage-50mm_attempt002,FAILED,2026-07-28T07:20:29.547740+00:00,2026-07-28T07:33:06.815638+00:00,300,64,64,,,nominal,,,false,N/A,false,false,false,false,false,4,,,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_attempt002\training_result.json
B,legacy/unversioned,11,50,003,method-B_seed-11_stage-50mm_attempt003,COMPLETED,2026-07-28T07:39:11.010130+00:00,2026-07-28T08:06:11.978775+00:00,200,64,64,12800,819200,nominal,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_attempt002\checkpoints\agent_6400.pt,e1779b119ac64879ffe87ac4bba6130a55345695bbcb7cc8fdd7a3f598e9e4a8,true,false,true,true,true,true,true,9,,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_attempt003\checkpoints\final_agent.pt,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_attempt003\training_result.json
B,legacy/unversioned,11,50,045,method-B_seed-11_stage-50mm_smoke_attempt045,FAILED,2026-07-28T07:01:14.559135+00:00,2026-07-28T07:01:17.170246+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt045\training_result.json
B,legacy/unversioned,11,50,046,method-B_seed-11_stage-50mm_smoke_attempt046,SMOKE_PASS,2026-07-28T07:05:20.519834+00:00,2026-07-28T07:05:25.908159+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt046\training_result.json
B,legacy/unversioned,11,50,047,method-B_seed-11_stage-50mm_smoke_attempt047,FAILED,2026-07-28T07:10:50.897199+00:00,2026-07-28T07:10:54.475444+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt047\training_result.json
B,legacy/unversioned,11,50,048,method-B_seed-11_stage-50mm_smoke_attempt048,FAILED,2026-07-28T07:13:18.905118+00:00,2026-07-28T07:13:22.600413+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt048\training_result.json
B,legacy/unversioned,11,50,049,method-B_seed-11_stage-50mm_smoke_attempt049,SMOKE_PASS,2026-07-28T07:19:05.539055+00:00,2026-07-28T07:19:10.625203+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt049\training_result.json
B,legacy/unversioned,11,50,050,method-B_seed-11_stage-50mm_smoke_attempt050,SMOKE_PASS,2026-07-28T07:37:48.162620+00:00,2026-07-28T07:37:53.390842+00:00,1,16,8,,,nominal,,,false,N/A,false,false,false,false,false,0,,,,,,,,,{},,,runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt050\training_result.json
