method,seed,height_mm,run,artifact_role,path,bytes,sha256,checkpoint_modules,training_status,config_snapshot,used_by_development_gate,promoted,visualization_recommendation,notes,attempt
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\agent_70400.pt,3165832,0f71ecb3370ef436c1aad51b7d0ef72decb02d5dd5d185bf45bf981fc1378506,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\agent_72000.pt,3165832,92d0f01a95a67f23dabb55626afd9a0fcae62141eec1687d2c33f6c4fa1e8366,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\agent_73600.pt,3165832,1d771ce48fa2a5091f45ef6a7577f14b33feaaf828448c590ac7aea01544450e,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\agent_75200.pt,3165832,ce6b47b8f25d2685fa759e67bcda7060e264db1b53d10e292a061e81291bc160,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\agent_76800.pt,3165832,771ece49e847f00c3950ffdde12fe269acf69def98619e262cf2fe8a3f081624,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\agent_8000.pt,3165749,80625d832a6a927043588c303c31edc9194483a9800904676626129367328dea,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\agent_9600.pt,3165749,b7d440eb3d4d9be870221f836e27e56f6416f1c9976a39508505247002e1ccb6,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,best,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\best_agent.pt,3165749,f006b7ba0a1e6eb00b63020fb6b288079444efa00fb70c03ac43c72026cd1c1c,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,"best=highest tracked training total reward, not development success",2
B,11,75,method-B-v34_seed-11_stage-75mm_attempt002,final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-11_stage-75mm_attempt002\checkpoints\final_agent.pt,3165832,12db89531ad49f264c30ec14d08c327c47df76dcedd30fc2447702608f96219b,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",true,false,false,final=stage-end checkpoint when training completed,2
B,29,100,method-B-v34_seed-29_stage-100mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\agent_11200.pt,3165832,0ad9ef537f01aac33efbfe5d42fd8adbc133f99884346de69143e5e2e37465bf,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,29,100,method-B-v34_seed-29_stage-100mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\agent_12800.pt,3165832,0f8c32416ca76cd0179b97b306f40876da0d27ff11b1d48567569c73e6bfc402,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,29,100,method-B-v34_seed-29_stage-100mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\agent_14400.pt,3165832,1f676bbd6c884672bd5a0aa8c4e45d8e65e0935fedafd04c6f9b94c4e807761d,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,29,100,method-B-v34_seed-29_stage-100mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\agent_1600.pt,3165749,b75fca55bb297dd39373b64ebbcfda84e56715ccc83adcf63a6eba3f99370171,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
B,29,100,method-B-v34_seed-29_stage-100mm_attempt002,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\agent_16000.pt,3165832,a9f1c8b823641f8eede14423256b4a34d6bb56f7e4364db6e7a0e3f976688774,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""dcf500751263661930a30cffff3f029e45d081894019cdef594e3d0c01836066"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""residual_phase_window"": [8, 10], ""residual_projection"": ""wheel_center_z_deficient_diagonal_downward_support_phase9_counter_yaw_emergency_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,2
